ga:date,ga:medium,ga:source,ga:adCost
20201005,cpc,bing,262.92
20201006,cpc,bing,205.87
20201007,cpc,bing,245.38
20201008,cpc,bing,165.09
20201009,cpc,bing,195.76
20201010,cpc,bing,149.75
